0	你身上揹的東西太重，沒辦法飄浮起來。
1	一個衛生紙架。
2	這是一扇防盜窗。
3	水下呼吸術
4	大門上鎖時必須先關上。
5	 中毒了。
6	一間男廁
7	一間更衣室
8	勇氣術
9	一支眼影筆。
10	一支肉錘
11	一件白色外套
13	幸運的
14	   讀取已存檔的遊戲？
15	        再玩一次？
16	它被牢牢固定在祭壇上。佈景部的人似乎很愛用強力膠。
17	一張大明信片。
18	一個文件盒。
19	附魔武器術
20	一個小牛奶攪拌桶。
21	一隻泰迪熊
22	一個茶葉箱
23	已附魔的
24	你把布單拉到一旁。
25	你可不想放開你的武器。
26	       遊戲暫停
27	    存檔         讀檔
28	上鎖了。
29	一個裝著三根木柴的柴籃。
30	一株瑞士起司草（俗稱龜背芋）。奇怪，我聞不到起司味，當然也聽不到有人在約德爾唱歌。
31	一組電影海報，畫的是艾薇拉最經典的三個角色。
32	這是一個擦手紙架。
33	 - 毒氣陷阱
34	一瓶琴酒。
35	一條繩子
36	一只金聖杯
37	內褲
38	一件性感睡袍
39	一個瓷花瓶
40	一張小胡桃木邊桌。
41	一個鍍鋅鐵桶。
42	一隻搗蛋精靈
43	一把匕首
44	一撮氣宇非凡的鬍子。
45	一撮假鬍子
46	一顆肝臟
47	一個幽靈般的身影死死頂住門。
48	幻術
49	一張從報紙剪下來的跑車圖片。
50	一扇櫥櫃門
51	一個文件盤
52	這是一本大型桌上日誌。
53	一包粉末
54	一個大餐盤。
55	一個容器
56	一套六個手工切割的水晶玻璃杯。
57	童書
58	一把閃亮的鑰匙。
59	一個瓷器花瓶。
60	一把斧頭
61	一撮修剪整齊的假鬍子。
62	一個氣壓計
63	已被祝福的
64	      智力 - 
65	閃電箭
66	驅散不死
67	    入睡……
68	你那把刀刃鋒利的削鉛筆刀。
69	艾薇拉那晚落在你車上的墜飾。
70	一盆小盆栽。
71	束縛惡魔
72	一支扳手
73	波本威士忌
74	一個花盆
75	一套飾演華特·雷利爵士角色用的戲服。
76	一隻護手甲
77	一塊紅色兒童木製積木。
78	狂暴
79	沒有任何效果。
80	 已被附魔。
81	這是一個蓄水槽。
82	復活術
83	 - 尖刺陷坑
84	好幾份綁在一起的文件。
85	一本月曆
86	一把掛鎖
87	保濕乳液
88	一個棕色水壺。
89	一條小毛巾。
90	酒瓶
91	一株種在陶盆裡的大型植物。
92	一塊金黃色石英。
93	一顆散發藍光的水晶
94	一頂頭盔
95	我早就懷疑你是個冷感的人，不過這下真的太誇張了。你得先讓自己暖起來才能離開這裡。
96	你已經在法術頁上放了足夠的材料了，試著調配法術看看吧。
97	一個電腦鍵盤。
98	一道非常厚重的強化鋼製安全門。
99	一張辦公桌。
100	一張黑白明信片。
101	一台磁碟機
102	一個十字架
103	一件保全人員的外套。
104	祝福
105	眼影
106	一盒美味的爆米花。
107	一個玻璃水壺
108	一張老婦人的照片。
109	一個銅漏勺。
110	六人份的餐具組，含刀叉與餐巾。
111	一個假鼻子
112	一對相當驚人的假眉毛。
113	一張化學藥品清單
114	一座支撐燈架的鷹架高塔。
115	在這裡沒有任何效果。
116	長槍
117	這是一個衛生紙架。
118	你沒有任何東西可以下毒。
119	一個打字部門
120	一個馬蹄鐵
121	一間育嬰房
122	一個菸灰缸
123	一顆散發紅光的水晶
124	鑰匙
125	一塊黃色兒童木製積木。
126	含酒精的
127	那底下根本是道地美國鬼鎮。
128	一個上鎖的檔案櫃，裡面只有一堆無聊發霉的舊文件。
129	一個空調系統的通風口。
130	一盞桌燈。
131	一個冷飲儲藏櫃。
132	它重到抬不動，不過奮鬥了幾分鐘後，你還是設法把它拖開了。
133	一把安全鑰匙
134	一段地道
135	牠們的學名是 Psilocybe Semilanceata（半裸蓋菇）。
136	一張小型員工公告。
137	一顆女巫之眼
138	一塊海綿
139	紙張
140	一把不鏽鋼小廚刀。
141	麵包
142	一條手臂
143	一顆腦
144	一顆巨大頭顱的上半部。
145	瓦斯供能的捲髮棒，愛玩女子趴趴走時絕不可少的隨身利器。
146	氣味濃烈的
147	不死族
148	喂！別這樣。是我啦，笨蛋。
149	你把動作追蹤器關掉了。
150	那個放不進去。
151	一間餐廳
152	一把看起來很堅固的五桿式掛鎖。
153	一具神父的屍體。
154	一個小型銀製幸運符。
155	一個濾水籃
156	一支鮮紅色滅火器。
157	偵測陷阱術
158	一套化妝用品
159	一個瓷製水碗。
160	這是一種與 Psilocybe Semilanceata（半裸蓋菇）近緣的新菌株。 
161	一個兩側接著電線的金屬頭環。
162	一個轉角展示櫃。
163	一台投幣電話。
164	聖水。
165	    你突然感到一股
166	治療傷口術
167	一支長槍
168	紅色指甲油。
169	一罐香甜可口的蜂蜜。
170	一個罐子
171	一個鍍鋅水桶。
172	洗髮精
173	聖光爆
174	一個滿是污漬的小塑膠咖啡杯。
175	一本燙金字母的小型皮革祈禱書。
176	一雙艾薇拉最透薄的絲襪。
177	護目鏡
178	一副取自盔甲的金屬護手。
179	捲髮棒
180	一支試管
181	兇猛的
182	戰斧
183	一台柳橙汁機。
184	這是一個頭頂蓮蓬頭裝置。
185	待下毒的食物
186	你的一串鑰匙。
187	偵測魔法術
188	一個帶花紋的大餐盤。
189	一支長柄勺
190	一瓶超強效漂白水。
191	一段大約四呎長的銅管。
192	禱告對你沒什麼幫助，不過我一直覺得講道詞挺感人的。
193	這是一個裝滿凝固舞台血漿的水槽。
194	洗禮盆。
195	眼前的恐怖景象讓你昏了過去。
196	    難以抗拒的  慾望
197	一座蜘蛛迷宮
198	一間戲服間
199	冰鏢術
200	一個老式木製篩子。
201	一個餐盤
202	一件圍裙
203	一把刀柄刻花的匕首。
204	一罐老舊的電影膠捲。
205	一個花瓶
206	一把鑰匙
207	一顆胰臟
208	一顆封存在標本罐裡的闌尾。
209	3. 電腦程式設計師
210	  意志力  - 
211	門鎖著，而你沒有鑰匙可以打開它。
212	一張椅背相當別緻的椅子。
213	一張旋轉椅。
214	 - 魔法陷阱
215	水下呼吸術
216	一個煤桶
217	一條電線
218	漱口水
219	一瓶莊園裝瓶的年份白酒。
220	一座教堂
221	一個蜂型的假鼻子。
222	一頂瓜皮小帽。
223	一顆心臟
224	一本祈禱書
225	宗教
226	聖像
227	我一直很好奇他們是怎麼進出的。
228	    暫停         結束
229	 - 火球陷阱
230	一個陶罐裡種著的小盆栽。
231	一個大藤製購物籃。
232	一個玻璃罐，裡面裝著紅色的東西。
233	一頂頭盔
234	一個枕頭
235	一盒火柴。
236	 - 
237	 - 使用中
238	一台收銀機。
239	一個垃圾桶，裡面堆滿了垃圾。
240	一部電梯
241	一份保全主管的備忘錄。 
242	一間起居室
243	一間祭壇室
244	一條毛巾
245	一把電鋸
246	一顆發著綠光的水晶。
247	一張桌面鋪著綠色氈布的小桌子。
248	吸收魔法
249	四葉幸運草。
250	幸運草
251	一個白色塑膠桶裡種著的大型綠色植物。
252	一盞仿古油燈的複製品。
253	一件實驗室助理的白色工作袍。
254	一顆人類心臟。希望它還沒過期。 
